latitud;longitud;timestamp;day;month;year;hour;minute;voltage_V_A;current_A_A;power_W_A;pf_A;freq_Hz_A;energy_Wh_A;voltage_V_B;current_A_B;power_W_B;pf_B;freq_Hz_B;energy_Wh_B;voltage_V_C;current_A_C;power_W_C;pf_C;freq_Hz_C;energy_Wh_C;energy_reverse_Wh_C;direction_C;voltage_V_D;current_A_D;power_W_D;pf_D;freq_Hz_D;energy_Wh_D;energy_reverse_Wh_D;direction_D
25,651085;-100,293008;30/5/2026 8:10;30;5;2026;8;10;132,4;8,194;635,9;0,58;58,9;352810;0;2,165;205,5;0,71;58,9;243900;134,1;0;0;1;58,87;39279;20666;FORWARD;134,1;2,168;112,7;0,38;58,87;23648;30592;FORWARD
25,651085;-100,293008;30/5/2026 9:40;30;5;2026;9;40;131,4;0,789;65,1;0,62;58,85;353230;0;1,919;174,3;0,69;58,85;244100;133,8;3,353;375,5;0,83;58,87;39281;20707;REVERSE;133,8;5,053;515,8;0,76;58,87;23706;30592;FORWARD
25,651085;-100,293008;30/5/2026 10:43;30;5;2026;10;43;130,3;0,145;12,9;0,68;58,84;353250;0;0,607;56,5;0,71;58,84;244220;133,7;8,343;1010,1;0,9;58,82;39281;20794;REVERSE;133,7;10,883;1240,9;0,85;58,82;23807;30592;FORWARD
25,651085;-100,293008;30/5/2026 12:02;30;5;2026;12;2;130,7;0,144;13;0,68;58,87;353270;0;0,647;60,9;0,71;58,87;244340;134;8,847;1067,3;0,89;58,85;39281;20928;REVERSE;134;11,548;1315;0,84;58,85;23972;30592;FORWARD
25,651085;-100,293008;30/5/2026 13:44;30;5;2026;13;44;129,5;0,144;12,8;0,68;58,85;353290;0;0,597;55,5;0,71;58,85;244510;133,3;11,059;1323,1;0,89;58,87;39281;21106;REVERSE;133,3;12,633;1452,9;0,86;58,87;24178;30592;FORWARD
25,651085;-100,293008;30/5/2026 14:58;30;5;2026;14;58;129,4;0,137;12,2;0,69;58,84;353310;0;1,811;159,3;0,67;58,84;244640;133,4;7,989;946,1;0,88;58,82;39281;21234;REVERSE;133,4;9,613;1086,8;0,84;58,82;24322;30592;FORWARD
25,651085;-100,293008;30/5/2026 16:08;30;5;2026;16;8;129,3;0,142;12,6;0,68;58,84;353330;0;0,593;55,9;0,72;58,84;244750;132,4;2,775;357,7;0,97;58,85;39281;21318;REVERSE;132,4;5,472;585,2;0,8;58,85;24425;30592;FORWARD
25,651085;-100,293008;30/5/2026 17:17;30;5;2026;17;17;129,2;0,145;12,8;0,68;58,88;353340;0;0,598;56,2;0,72;58,88;244890;132,1;3,303;317,4;0,72;58,88;39281;21353;REVERSE;132,1;4,464;470,6;0,79;58,88;24475;30592;FORWARD
25,651085;-100,293008;30/5/2026 19:33;30;5;2026;19;33;130,1;7,198;543,5;0,57;58,9;353510;0;0,597;56,6;0,72;58,9;245130;131,9;8,152;968,6;0,89;58,87;39331;21358;FORWARD;131,9;7,324;931;0,96;58,87;24494;30627;REVERSE
25,651085;-100,293008;31/5/2026 0:01;31;5;2026;0;1;130,3;1,431;112,8;0,6;58,84;354100;0;1,911;174,5;0,69;58,84;245580;133,4;5,654;658,4;0,87;58,82;39619;21358;FORWARD;133,4;3,919;519,9;0,99;58,82;24494;30881;REVERSE
25,651085;-100,293008;31/5/2026 3:26;31;5;2026;3;26;131,4;1,901;148,5;0,59;58,85;354500;0;7,337;962,8;0,99;58,85;245910;134,5;3,929;463,9;0,87;58,82;39794;21358;FORWARD;134,5;2,897;374,4;0,96;58,82;24494;31021;REVERSE
25,651085;-100,293008;31/5/2026 5:19;31;5;2026;5;19;133,2;0,772;63,2;0,61;58,84;354670;0;0,666;64,5;0,72;58,84;246120;135,1;4,082;480,4;0,86;58,82;39884;21358;FORWARD;135,1;2,932;381,4;0,96;58,82;24494;31093;REVERSE
25,651085;-100,293008;31/5/2026 6:52;31;5;2026;6;52;133,3;0,774;63,9;0,61;58,88;354770;0;0,589;56,6;0,72;58,88;246290;135,2;2,38;294,7;0,91;58,85;39950;21358;FORWARD;135,2;2,066;264,9;0,94;58,85;24494;31143;REVERSE
25,651085;-100,293008;31/5/2026 8:45;31;5;2026;8;45;133,1;0,773;64;0,62;58,87;354890;0;0,607;58,2;0,71;58,87;246490;134,9;1,95;29;0,11;58,82;39990;21358;REVERSE;134,9;1,994;153,3;0,56;58,82;24501;31159;FORWARD
25,651085;-100,293008;31/5/2026 10:09;31;5;2026;10;9;133,2;0,778;64,5;0,62;58,82;354980;0;0,603;57,9;0,71;58,82;246640;135,9;9,323;1129;0,88;58,82;39990;21399;REVERSE;135,9;10,437;1171,3;0,82;58,82;24554;31159;FORWARD
25,651085;-100,293008;31/5/2026 11:33;31;5;2026;11;33;131,8;0,778;63,9;0,62;58,85;355070;0;0,591;56,4;0,72;58,85;246770;135,2;11,537;1412,1;0,9;58,85;39990;21535;REVERSE;135,2;12,708;1464,5;0,85;58,85;24701;31159;FORWARD
25,651085;-100,293008;31/5/2026 12:49;31;5;2026;12;49;130,2;0,773;62,7;0,62;58,82;355140;0;1,877;173,1;0,7;58,82;246910;133,2;5,347;648,3;0,9;58,84;39990;21648;REVERSE;133,2;6,222;677,8;0,81;58,84;24818;31159;FORWARD
25,651085;-100,293008;31/5/2026 14:09;31;5;2026;14;9;130,2;0,783;63,4;0,62;58,88;355230;0;0,597;56,5;0,72;58,88;247030;132,8;6,697;809,2;0,9;58,87;39990;21761;REVERSE;132,8;7,737;857,4;0,83;58,87;24941;31159;FORWARD
25,651085;-100,293008;31/5/2026 15:17;31;5;2026;15;17;130,9;0,78;63,3;0,61;58,87;355300;0;0,597;56,6;0,72;58,87;247140;132,7;9,456;954,4;0,75;58,85;40025;21813;FORWARD;132,7;6,729;823,2;0,92;58,85;24996;31187;REVERSE
25,651085;-100,293008;31/5/2026 16:29;31;5;2026;16;29;130,1;0,784;62,9;0,61;58,82;355380;0;0,589;56,1;0,73;58,82;247250;131,4;10,347;1086,5;0,79;58,85;40116;21813;FORWARD;131,4;8,116;977,8;0,91;58,85;24996;31281;REVERSE
25,651085;-100,293008;31/5/2026 17:42;31;5;2026;17;42;129,8;0,788;62,9;0,61;58,88;355450;0;0,587;55,4;0,72;58,88;247380;132,1;5,373;416,6;0,58;58,87;40196;21819;REVERSE;132,1;2,383;206,8;0,65;58,87;25000;31366;FORWARD
25,651085;-100,293008;31/5/2026 22:08;31;5;2026;22;8;130;0,784;62,1;0,6;58,87;355730;0;0,601;56,2;0,71;58,87;247850;132,2;7,245;455,2;0,47;58,82;40291;21828;FORWARD;132,2;5,483;713,4;0,98;58,82;25009;31437;REVERSE
25,651085;-100,293008;1/6/2026 3:37;1;6;2026;3;37;132,5;0,774;63,3;0,61;58,84;356070;0;0,59;56,6;0,72;58,84;248390;134,6;5,706;703,3;0,91;58,82;40669;21828;FORWARD;134,6;4,76;634;0,98;58,82;25009;31779;REVERSE
25,651085;-100,293008;1/6/2026 9:42;1;6;2026;9;42;129,6;11,694;992;0,65;58,87;359400;0;4,006;478,8;0,92;58,87;250520;132,2;3,742;375,4;0,75;58,82;40973;21879;REVERSE;132,2;4,448;457,4;0,77;58,82;25082;32032;FORWARD
25,651085;-100,293008;1/6/2026 14:17;1;6;2026;14;17;127,7;11,033;914,7;0,64;58,84;364150;0;3,585;408,8;0,89;58,84;253600;130,2;3,479;338,3;0,74;58,81;40973;22167;REVERSE;130,2;4,123;417,7;0,77;58,81;25401;32032;FORWARD
25,651085;-100,293008;1/6/2026 16:39;1;6;2026;16;39;128,1;10,52;897,4;0,66;58,88;366420;0;3,178;361,5;0,88;58,88;254840;130,7;2,83;254,9;0,68;58,85;40973;22323;REVERSE;130,7;3,256;308,8;0,72;58,85;25573;32032;FORWARD
25,651085;-100,293008;1/6/2026 17:58;1;6;2026;17;58;129,6;8,438;642;0,58;58,84;367320;0;0,659;61,5;0,71;58,84;255070;130,4;13,166;1517;0,88;58,81;41082;22351;FORWARD;130,4;12,749;1548,7;0,93;58,81;25604;32144;REVERSE
25,651085;-100,293008;1/6/2026 22:49;1;6;2026;22;49;130,6;0,78;62,1;0,6;58,88;368230;0;0,596;55,9;0,71;58,88;255590;133,8;5,891;700,3;0,88;58,85;41557;22351;FORWARD;133,8;4,54;598;0,98;58,85;25604;32596;REVERSE
25,651085;-100,293008;2/6/2026 3:07;2;6;2026;3;7;131,9;0,775;62,8;0,61;58,82;368500;0;0,594;56,4;0,71;58,82;256020;134,3;5,964;670,1;0,83;58,81;41918;22351;FORWARD;134,3;4,169;554,7;0,99;58,81;25604;32927;REVERSE
25,651085;-100,293008;2/6/2026 6:53;2;6;2026;6;53;132,1;8,283;648,1;0,59;58,87;368970;0;7,709;1018,2;0,99;58,87;256410;134,7;1,897;145,1;0,56;58,82;42082;22351;FORWARD;134,7;1,296;56,3;0,32;58,82;25604;33039;REVERSE
25,651085;-100,293008;2/6/2026 11:24;2;6;2026;11;24;128,8;16,238;1510,8;0,72;58,87;374170;0;10,014;1117,7;0,86;58,87;259950;132,3;2,9;184,6;0,48;58,82;42125;22400;REVERSE;132,3;5,454;576;0,79;58,82;25719;33061;FORWARD
25,651085;-100,293008;2/6/2026 14:29;2;6;2026;14;29;127,1;10,982;923,9;0,66;58,87;378130;0;4,119;475,2;0,9;58,87;262690;130,5;4,781;523,4;0,83;58,85;42157;22541;REVERSE;130,5;7,829;854,8;0,83;58,85;25919;33082;FORWARD
25,651085;-100,293008;2/6/2026 16:38;2;6;2026;16;38;127,3;11,383;958,2;0,66;58,85;379750;0;5,429;575,9;0,83;58,85;263350;130,9;2,782;22,2;0,06;58,87;42157;22663;REVERSE;130,9;3,717;339,5;0,69;58,87;26103;33082;FORWARD
25,651085;-100,293008;2/6/2026 18:16;2;6;2026;18;16;130,4;8,284;631,6;0,58;58,85;381270;0;0,729;77,5;0,81;58,85;264110;132,3;5,728;504,8;0,66;58,84;42219;22663;FORWARD;132,3;1,002;56,9;0,42;58,84;26107;33092;REVERSE
25,651085;-100,293008;2/6/2026 23:21;2;6;2026;23;21;131,6;0,147;13,2;0,68;58,88;383420;0;0,597;57,2;0,72;58,88;265190;134,4;3,15;328,1;0,77;58,84;42403;22663;FORWARD;134,4;1,876;153,2;0,6;58,84;26107;33167;REVERSE
25,651085;-100,293008;3/6/2026 4:24;3;6;2026;4;24;133,1;0,151;13,6;0,67;58,84;383490;0;0,581;56,3;0,72;58,84;265680;135,3;4,734;561,9;0,87;58,81;42674;22663;FORWARD;135,3;2,894;376,8;0,96;58,81;26107;33343;REVERSE
25,651085;-100,293008;3/6/2026 9:20;3;6;2026;9;20;130,2;14,172;1243,6;0,67;58,85;386250;0;6,949;789,3;0,87;58,85;267290;132,9;2,918;264,7;0,68;58,84;42829;22701;REVERSE;132,9;4,102;410,1;0,75;58,84;26168;33446;FORWARD
25,651085;-100,293008;3/6/2026 13:35;3;6;2026;13;35;127,9;8,677;649,6;0,58;58,84;391860;0;8,154;1037,8;0,99;58,84;270490;130,8;1,497;59,6;0,3;58,82;42830;22915;REVERSE;130,8;2,284;165,9;0,55;58,82;26450;33446;FORWARD
25,651085;-100,293008;3/6/2026 16:15;3;6;2026;16;15;128,7;7,715;568,6;0,57;58,85;393930;0;2,197;212,6;0,75;58,85;271480;131,1;3,245;293,7;0,68;58,85;42830;23049;REVERSE;131,1;3,975;378,4;0,72;58,85;26603;33446;FORWARD
25,651085;-100,293008;3/6/2026 18:07;3;6;2026;18;7;130,8;6,422;492,5;0,58;58,82;394650;0;0,696;63,8;0,7;58,82;271700;132,6;1,803;62,3;0,26;58,84;42834;23076;FORWARD;132,6;2,117;28,4;0,1;58,84;26641;33446;FORWARD
25,651085;-100,293008;3/6/2026 23:13;3;6;2026;23;13;132,3;6,337;487,8;0,58;58,82;397150;0;0,598;57,5;0,72;58,82;272290;134,5;2,948;286,6;0,72;58,79;43081;23076;FORWARD;134,5;2,284;220,1;0,71;58,79;26642;33642;REVERSE
25,651085;-100,293008;4/6/2026 3:05;4;6;2026;3;5;132,7;0,775;63,6;0,61;58,85;397840;0;0,589;56,5;0,72;58,85;272680;135,7;2,102;231;0,8;58,81;43177;23076;FORWARD;135,7;1,777;142,3;0,59;58,81;26642;33710;REVERSE
25,651085;-100,293008;4/6/2026 6:23;4;6;2026;6;23;133,4;7,065;556,1;0,58;58,84;398100;0;0,877;81,2;0,69;58,84;273030;135,6;2,324;206,8;0,65;58,78;43257;23076;FORWARD;135,6;1,237;92,8;0,55;58,78;26642;33756;REVERSE
25,651085;-100,293008;4/6/2026 10:04;4;6;2026;10;4;130,4;16,385;1436;0,67;58,87;401850;0;7,161;862,8;0,92;58,87;275120;134,6;8,558;1013,6;0,87;58,82;43278;23192;REVERSE;134,6;9,869;1131,5;0,85;58,82;26787;33762;FORWARD
25,651085;-100,293008;4/6/2026 12:32;4;6;2026;12;32;128,4;10,649;896,5;0,65;58,85;404650;0;3,111;357,4;0,89;58,85;276820;132,4;4,197;458,6;0,82;58,84;43278;23349;REVERSE;132,4;5,287;558,4;0,79;58,84;26971;33762;FORWARD
25,651085;-100,293008;4/6/2026 14:37;4;6;2026;14;37;128,9;10,775;910,8;0,65;58,84;406470;0;3,257;375,3;0,89;58,84;277690;131,9;1,941;124,5;0,48;58,84;43283;23377;FORWARD;131,9;1,101;4,6;0,03;58,84;27018;33762;FORWARD
25,651085;-100,293008;4/6/2026 16:11;4;6;2026;16;11;129,1;12,408;1053,5;0,65;58,82;407970;0;3,97;450,2;0,87;58,82;278490;132,9;6,415;123,7;0,14;58,81;43306;23378;REVERSE;132,9;1,483;83,1;0,42;58,81;27018;33762;FORWARD
25,651085;-100,293008;4/6/2026 17:40;4;6;2026;17;40;130,3;8,835;664,9;0,57;58,87;409260;0;0,986;90,1;0,69;58,87;279010;134,2;2,624;257,4;0,72;58,85;43335;23385;REVERSE;134,2;3,545;328;0,68;58,85;27024;33803;FORWARD
25,651085;-100,293008;4/6/2026 21:50;4;6;2026;21;50;132,2;0,795;64,6;0,61;58,84;409950;0;0,598;57,3;0,72;58,84;279450;135,5;5,595;631,9;0,83;58,84;43515;23402;FORWARD;135,5;4,497;601,2;0,98;58,84;27031;33964;REVERSE
25,651085;-100,293008;5/6/2026 2:08;5;6;2026;2;8;132,9;0,775;63,7;0,61;58,81;410230;0;0,588;57;0,72;58,81;279860;135,9;3,274;412,7;0,92;58,78;43736;23402;FORWARD;135,9;3,13;418,5;0,98;58,78;27031;34175;REVERSE
25,651085;-100,293008;5/6/2026 5:38;5;6;2026;5;38;133,7;0,775;64,4;0,62;58,81;410450;0;0,584;57;0,72;58,81;280210;135,8;3,695;434,2;0,86;58,79;43887;23402;FORWARD;135,8;2,937;389,9;0,97;58,79;27031;34321;REVERSE
25,651085;-100,293008;5/6/2026 8:09;5;6;2026;8;9;132,4;10,349;887;0,64;58,81;411800;0;2,814;337,4;0,9;58,81;280650;134,7;1,945;82,7;0,31;58,78;43946;23403;REVERSE;134,7;2,209;184,1;0,61;58,78;27040;34372;FORWARD
25,651085;-100,293008;5/6/2026 10:43;5;6;2026;10;43;130,4;10,609;911,6;0,65;58,82;414230;0;4,227;527,9;0,95;58,82;282060;133,9;6,041;757,6;0,93;58,81;43946;23520;REVERSE;133,9;8,443;957;0,84;58,81;27179;34372;FORWARD
25,651085;-100,293008;5/6/2026 12:57;5;6;2026;12;57;129,1;15,174;1409,9;0,71;58,84;416330;0;7,757;892,1;0,88;58,84;283330;132,5;2,558;204,5;0,6;58,84;43946;23693;REVERSE;132,5;2,995;287,1;0,72;58,84;27374;34372;FORWARD
25,651085;-100,293008;5/6/2026 14:50;5;6;2026;14;50;129,8;7,895;596,7;0,58;58,87;417940;0;0,662;62,3;0,72;58,87;284070;133,4;10,143;1194,3;0,88;58,87;43946;23823;REVERSE;133,4;11,048;1272,9;0,86;58,87;27519;34372;FORWARD
25,651085;-100,293008;5/6/2026 16:15;5;6;2026;16;15;129,2;8,106;611,4;0,58;58,87;419010;0;0,989;90;0,7;58,87;284240;132,7;5,298;545,4;0,77;58,84;43965;23867;FORWARD;132,7;2,585;336,4;0,97;58,84;27573;34384;REVERSE
25,651085;-100,293008;5/6/2026 17:40;5;6;2026;17;40;131,2;8,045;621,7;0,58;58,82;419900;0;0,758;73,8;0,74;58,82;284420;134,2;4,355;445,8;0,76;58,81;44021;23867;FORWARD;134,2;1,945;249,9;0,95;58,81;27573;34412;REVERSE
25,651085;-100,293008;5/6/2026 21:33;5;6;2026;21;33;131,4;1,44;114,9;0,6;58,85;421770;0;0,962;89,2;0,7;58,85;285020;134,9;1,782;168,9;0,7;58,81;44141;23867;FORWARD;134,9;1,514;123,8;0,6;58,81;27573;34487;REVERSE
